,Src,Eqid,Datetime,Lat,Lon,Mag,Depth,Nst,Place
1069,ci,11377194,1381674586500,32.6448,-118.1192,2.2,7.3,12,"79km SSE of Avalon, California"
1070,nc,72086841,1381674201200,37.523,-118.8498,1,8.5,,"17km SE of Mammoth Lakes, California"
1071,uw,60610132,1381674200600,47.7002,-120.0247,2.1,5.4,,"6km NNE of Waterville, Washington"
1072,ci,11377186,1381674191000,32.68,-118.1177,2.7,14.4,13,"76km SSE of Avalon, California"
1073,nc,72086836,1381673894600,37.5233,-118.851,1.1,8.7,,"17km SE of Mammoth Lakes, California"
1074,nc,72086831,1381673663100,37.5243,-118.8495,1.2,8.7,,"17km SE of Mammoth Lakes, California"
1075,nc,72086816,1381671707800,38.8045,-122.7685,1.3,2.2,,"3km NNW of The Geysers, California"
1076,uw,60610122,1381670942400,47.8748,-121.6605,1.1,11.9,,"3km NE of Gold Bar, Washington"
1077,ak,10823456,1381668753000,66.4585,-148.26,2.5,19.7,22,"122km SE of Coldfoot, Alaska"
1078,ci,11377162,1381668679500,33.9457,-118.3947,1.1,9.9,17,"3km WNW of Lennox, California"
1079,ak,10823452,1381668660000,60.265,-150.9184,2.3,60.2,47,"24km ESE of Cohoe, Alaska"
1080,ci,11377146,1381667354800,33.9623,-118.4115,1.4,8.8,23,"4km N of El Segundo, California"
1081,us,b000kekl,1381664540600,35.3924,-96.4576,2.5,5,,"11km SSE of Boley, Oklahoma"
1082,ak,10823446,1381664076000,60.0118,-139.5692,1.8,0,12,"52km N of Yakutat, Alaska"
1083,ak,10825450,1381663999000,51.4381,-175.0411,2.2,24.9,12,"102km SW of Atka, Alaska"
1084,uw,60610102,1381663250300,42.3173,-124.587,1.7,37.5,,"16km SW of Gold Beach, Oregon"
1085,ci,11377138,1381662093900,33.8588,-117.81,1,9.3,23,"3km S of Yorba Linda, California"
1086,us,b000kc85,1381661400250,-9.6658,-72.3324,4.7,17.06,,"94km SSE of Marechal Thaumaturgo, Brazil"
1087,ak,10823443,1381660596000,59.9249,-139.747,1.2,0,7,"42km N of Yakutat, Alaska"
1088,ak,10823441,1381660466000,62.5033,-149.2858,1.5,55,20,"47km ENE of Talkeetna, Alaska"
1089,mb,13108482,1381659831000,44.6973,-111.8441,1,9.8,13,"58km W of West Yellowstone, Montana"
1090,uw,60610092,1381658505800,47.6768,-120.2262,1.1,0.6,,"1km W of Entiat, Washington"
1091,se,101313a,1381656058500,38.7011,-80.8242,2.2,2.8,11,"10km WNW of Sutton, West Virginia"
1092,nc,72086771,1381655540300,38.822,-122.7658,1,3,,"3km W of Cobb, California"
1093,nc,72086766,1381654898400,36.2652,-120.824,1.2,10.8,,"27km ENE of King City, California"
1094,ak,10825447,1381654336000,64.988,-138.9434,1.8,27.7,,"105km NNE of Dawson, Canada"
1095,ci,11377130,1381654134000,34.5775,-116.5943,1.1,6.9,21,"37km ENE of Lucerne Valley, California"
1096,ci,11377122,1381653950300,33.1917,-115.5773,1.1,0,15,"7km SW of Niland, California"
1097,hv,60575396,1381653261800,19.3875,-155.2487,2.2,3,,"4km SSW of Volcano, Hawaii"
1098,hv,60575391,1381653246000,19.3927,-155.2807,1.8,2.5,,"6km SW of Volcano, Hawaii"
1099,us,b000kc6t,1381652778820,65.0559,-138.9869,3.9,9.42,,"105km ENE of Eagle Village, Alaska"
